VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesPrice,TotalSalesDollars,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,Brand_name
3664,WILLIAM GRANT & SONS INC,2878,Hudson Four Grain Bourbon,29.84,39.99,375.0,670,19992.800000000017,514,18195.6,21259.86000000005,200.96999999999815,30234.42000000001,5217.100000000001,24.53967241552855,0.7671641791044777,1.0633758152935076,Hudson Four
9165,ULTRA BEVERAGE COMPANY LLP,31163,Bonterra Viognier Orgnic,9.39,13.99,750.0,2129,19991.31000000004,2016,18015.18999999997,28337.840000000404,223.3600000000047,68054.70000000003,9273.6,32.725147717680194,0.9469234382339128,1.4175079071856898,Bonterra Viognier
90024,VINILANDIA USA,20204,Dibon Cava Brut Rsv,7.58,12.99,750.0,2637,19988.45999999992,2282,13722.639999999792,27549.180000000342,254.12000000000455,2802.6400000000003,12345.62,44.81302165799435,0.8653773227152066,1.378254252703833,Dibon Cava
1392,CONSTELLATION BRANDS INC,25876,The Dreaming Tree Svgn Bl,9.86,14.99,750.0,2026,19976.35999999997,1566,11131.189999999848,19643.34000000006,174.05000000000314,79528.99,8033.580000000001,40.897220126516046,0.7729516288252715,0.9833292952269624,The Dreaming
4425,MARTIGNETTI COMPANIES,8149,Sebastiani Cab Svgn Sonoma,11.25,17.99,750.0,1775,19968.75,1725,20809.5900000002,34482.75000000035,191.31000000000265,144929.24,11626.499999999998,33.716858429214255,0.971830985915493,1.726835680751191,Sebastiani Cab
1392,CONSTELLATION BRANDS INC,25875,Ruffino Rose Sparkling,9.67,14.99,750.0,2065,19968.550000000047,1387,9480.429999999877,17248.129999999896,154.30000000000123,79528.99,7378.84,42.78052171452815,0.6716707021791768,0.8637647701009765,Ruffino Rose
90047,CRUSH WINES,39062,Shelton Wild Thing Znfdl,12.41,17.99,750.0,1609,19967.68999999997,1523,17961.269999999968,28110.77000000033,168.880000000002,1457.7299999999998,8498.339999999997,30.23161585399438,0.9465506525792418,1.4078128216133352,Shelton Wild
3664,WILLIAM GRANT & SONS INC,2770,Hudson Single Malt Whiskey,31.0,39.99,375.0,644,19964.0,394,13586.71999999994,16341.059999999936,154.05999999999943,30234.42000000001,3542.060000000001,21.67582763908837,0.6118012422360248,0.8185263474253625,Hudson Single
4692,KOBRAND CORPORATION,16890,The Seeker Pinot Noir,7.18,10.99,750.0,2780,19960.399999999987,1921,4109.569999999946,17316.789999999946,215.4100000000004,9139.38,7319.010000000001,42.26539676233311,0.6910071942446043,0.8675572633814932,The Seeker
4425,MARTIGNETTI COMPANIES,38528,Seghesio Old Vine Znfdl,25.48,38.99,750.0,783,19950.839999999986,756,19991.010000000068,30278.44000000017,83.74999999999986,144929.24,10213.56,33.73212094150143,0.9655172413793104,1.5176523895735816,Seghesio Old
3252,E & J GALLO WINERY,13930,Gallo Copperidge Pnt Grigio,4.72,6.99,1500.0,4226,19946.719999999903,4240,3984.299999999942,29637.599999999853,953.8100000000072,61966.91,9624.8,32.47496423462105,1.0033128253667771,1.4858382731596973,Gallo Copperidge
8892,TRINCHERO FAMILY ESTATES,22274,Complicated Chard,12.9,19.99,750.0,1546,19943.39999999999,1371,5963.399999999972,15358.09000000006,153.32000000000042,11595.970000000005,9720.389999999998,63.291659314406665,0.8868046571798189,0.7700838372594476,Complicated Chard
9165,ULTRA BEVERAGE COMPANY LLP,37435,Duval-Leroy Champagne Brut,20.91,31.99,750.0,952,19906.319999999985,1493,24536.33000000031,47761.06999999993,166.02000000000177,68054.70000000003,16542.44,34.63582369490471,1.5682773109243695,2.399291782710213,Duval-Leroy Champagne
1392,CONSTELLATION BRANDS INC,28258,Nathanson Creek Cab Svgn,5.36,9.99,1500.0,3713,19901.679999999928,3784,11971.269999999731,30632.16000000017,848.680000000015,79528.99,17519.92,57.19453019310392,1.019122003770536,1.5391745822463372,Nathanson Creek
12546,JIM BEAM BRANDS COMPANY,2746,Laphroaig Cairdeas Islay,51.42,74.99,750.0,387,19899.540000000005,450,20175.270000000044,33310.50000000016,354.68000000000103,123880.97,10606.499999999996,31.841311298239127,1.162790697674419,1.673933166294304,Laphroaig Cairdeas
6785,PALM BAY INTERNATIONAL INC,24778,Rocca Delle Macie Chianti C,14.66,22.99,1500.0,1356,19878.959999999894,1325,19351.43000000008,29934.75000000035,295.1100000000009,13605.409999999998,11037.249999999998,36.87102781883888,0.9771386430678466,1.5058509097055637,Rocca Delle
4425,MARTIGNETTI COMPANIES,13793,Yellow Tail Svgn Bl,6.8,9.99,1500.0,2921,19862.79999999989,2860,16391.10999999971,31086.40000000047,639.2900000000149,144929.24,9123.4,29.34852540017456,0.9791167408421774,1.5650562861228348,Yellow Tail
10754,PERFECTA WINES,16352,Girls in the Vineyard Svgn B,11.48,16.99,750.0,1730,19860.399999999983,1585,15092.149999999834,26984.15000000024,176.13000000000196,28720.52,8733.349999999997,32.36474004183908,0.916184971098266,1.3586911643270156,Girls in
10754,PERFECTA WINES,8458,Agave Underground Tequila,26.27,39.99,750.0,756,19860.120000000014,693,20347.27000000009,24556.070000000254,546.6900000000028,28720.52,9507.96,38.71938791508536,0.9166666666666666,1.2364512399723788,Agave Underground
1128,BROWN-FORMAN CORP,6003,Jack Daniels 150th Annversry,72.99,99.99,1000.0,272,19853.28,132,9599.039999999985,13198.67999999998,138.59999999999985,68601.68000000001,3564.0,27.00270027002704,0.4852941176470588,0.664811053891346,Jack Daniels
3252,E & J GALLO WINERY,7358,Viniq Ruby Shimmery Liqueur,14.17,19.99,750.0,1399,19823.830000000056,1513,24781.950000000543,28731.870000000632,1193.829999999982,61966.91,8805.659999999998,30.64770932069442,1.0814867762687634,1.449360189226832,Viniq Ruby
10754,PERFECTA WINES,38950,Corvo Sicily Nero D'Avola,6.8,9.99,750.0,2911,19794.799999999974,2823,16004.3899999997,28893.770000000382,313.6700000000086,28720.52,9005.37,31.167168562634373,0.969769838543456,1.4596646594055216,Corvo Sicily
4425,MARTIGNETTI COMPANIES,27065,David Bruce Pnt Nr Sonoma,23.48,34.99,750.0,843,19793.639999999992,708,13487.069999999929,24316.920000000056,78.70999999999992,144929.24,8149.080000000001,33.511974378334024,0.8398576512455516,1.228521888849149,David Bruce
9552,M S WALKER INC,27288,Gemma di Luna Sprkl Moscato,11.56,16.99,750.0,1710,19767.600000000013,1238,5119.729999999946,14843.619999999932,138.4900000000004,55551.81999999999,6722.339999999997,45.287739783152816,0.7239766081871345,0.7509065339241954,Gemma di
6213,MHW LTD,4483,Casamigos Reposado,1.93,2.49,50.0,10237,19757.40999999995,10707,9056.129999999392,26660.430000000397,554.4300000000178,9621.580000000002,5995.920000000003,22.48995983935711,1.0459118882485103,1.3493889128180496,Casamigos Reposado
660,SAZERAC NORTH AMERICA INC.,4358,Mr Boston Light Rum,4.26,5.49,750.0,4637,19753.62000000005,5600,19831.25000000055,29945.50000000137,4412.559999999964,17932.329999999994,6888.000000000003,23.00178657895072,1.2076773776148373,1.5159499879010174,Mr Boston
4692,KOBRAND CORPORATION,15089,Mont Redon Cotes du Rhone,6.57,12.99,750.0,3006,19749.420000000027,2609,13561.46999999975,26129.91000000028,290.0200000000061,9139.38,16749.78,64.10194294584184,0.8679308050565535,1.323072272502192,Mont Redon
9819,TREASURY WINE ESTATES,35960,Stags Leap Winery Chard Napa,20.26,29.99,750.0,974,19733.240000000005,815,16099.8099999999,25221.85000000013,90.34999999999984,14836.570000000003,7929.949999999997,31.44079439057784,0.8367556468172485,1.2781403357988916,Stags Leap
10754,PERFECTA WINES,23891,Cycles Gladiator Cab Svgn,9.33,13.99,750.0,2114,19723.619999999933,1701,3937.809999999976,14745.990000000014,190.57000000000065,28720.52,7926.66,53.75468178128422,0.804635761589404,0.7476310129682109,Cycles Gladiator
9815,WINE GROUP INC,36750,Big House Cardinal Bst Znfdl,4.79,7.99,750.0,4115,19710.849999999908,4030,18211.389999999978,29699.700000000877,447.08000000002056,27100.41,12896.0,43.42131402000566,0.9793438639125152,1.5067691144725373,Big House
3252,E & J GALLO WINERY,44145,Red Rock Merlot Cal,5.8,8.99,750.0,3398,19708.399999999976,3314,19276.32000000015,32435.8600000008,367.9100000000144,61966.91,10571.660000000002,32.5925071818652,0.9752795762213068,1.6457885977553144,Red Rock
4425,MARTIGNETTI COMPANIES,22662,Trefethen Chard Napa,21.19,31.99,750.0,930,19706.7,834,16396.029999999908,27513.66000000015,92.51999999999984,144929.24,9007.199999999995,32.73719308881461,0.896774193548387,1.39615765196609,Trefethen Chard
4425,MARTIGNETTI COMPANIES,22344,Rioja Bordon Rsva Tempranllo,9.99,16.99,750.0,1972,19700.279999999973,1748,17378.039999999906,27660.52000000032,193.95000000000323,144929.24,12235.999999999996,44.236333951783465,0.8864097363083164,1.4040673533574324,Rioja Bordon
7245,PROXIMO SPIRITS INC.,175,1800 Anejo Tequila,26.8,36.99,750.0,735,19697.999999999964,704,23892.31000000021,29560.960000000305,555.2100000000025,38994.78000000001,7173.760000000001,24.267682781614425,0.9578231292517008,1.5007087013910223,1800 Anejo
6785,PALM BAY INTERNATIONAL INC,6227,Bastille 1789 French Whiskey,18.39,24.99,750.0,1071,19695.690000000028,959,19464.83000000008,22837.41000000019,756.4599999999969,13605.409999999998,6329.399999999998,27.71505175061421,0.8954248366013072,1.1595130711338448,Bastille 1789
6355,NICHE W & S,2460,Old St Andrews Jumbo Golfbll,31.49,39.99,1000.0,625,19681.25,155,4758.809999999986,6198.449999999983,162.7500000000001,551.2099999999999,1317.5000000000005,21.255313828457183,0.248,0.3149418863131143,Old St
8664,"STOLI GROUP,(USA) LLC",15470,Achaval Ferrer Quimera,15.33,22.99,750.0,1283,19668.390000000003,1277,13357.189999999891,29358.230000000167,142.49000000000044,18544.49,9781.819999999998,33.31883427577188,0.995323460639127,1.4926605583883663,Achaval Ferrer
17035,PERNOD RICARD USA,5855,Kahlua Salted Caramel,14.61,18.99,750.0,1345,19650.45,1277,18392.320000000007,24264.230000000247,1006.6399999999936,123780.21999999996,5593.259999999998,23.051462997177087,0.949442379182156,1.2347925874471195,Kahlua Salted
4425,MARTIGNETTI COMPANIES,37826,Yellow Tail Cab Svgn Ausl,4.66,6.99,750.0,4215,19641.89999999992,4235,16257.469999999596,31991.650000000696,471.5100000000154,144929.24,9867.55,30.84414214333986,1.0047449584816133,1.6287451824925707,Yellow Tail
9552,M S WALKER INC,20523,Lady Lola White,6.7,9.99,750.0,2931,19637.700000000048,2191,7515.069999999895,22944.090000000237,245.19000000000275,55551.81999999999,7208.39,31.41719719544304,0.7475264414875469,1.168369513741435,Lady Lola
3252,E & J GALLO WINERY,2504,The Dalmore 18 Yr,136.36,179.99,750.0,144,19635.84,30,4499.749999999997,5399.699999999998,23.67999999999999,61966.91,1308.9,24.24023556864271,0.2083333333333333,0.2749920553436979,The Dalmore
8112,MOET HENNESSY USA INC,3233,Belvedere Wild Berry,16.66,22.99,750.0,1178,19625.479999999912,1278,22111.450000000263,29569.2200000004,1007.4399999999944,48347.26,8089.739999999998,27.358652003671008,1.0848896434634974,1.5066749959746475,Belvedere Wild
4425,MARTIGNETTI COMPANIES,14415,Peter Lehmann Layers Red,5.4,7.99,750.0,3633,19618.2,3633,7694.369999999848,29027.67000000018,407.1000000000045,144929.24,9409.47,32.41551939924886,1.0,1.4796296296296387,Peter Lehmann
3252,E & J GALLO WINERY,28887,Livingston Nat Flvrs Chard,8.38,12.99,3000.0,2341,19617.580000000147,2271,20342.340000000248,29500.290000000557,1021.9500000000156,61966.91,10469.31,35.48883756735884,0.9700982486117044,1.5037680488623129,Livingston Nat
8112,MOET HENNESSY USA INC,4632,Hennessey Master Blenders #1,59.69,79.99,750.0,328,19578.32,173,9038.86999999998,13838.26999999998,136.37000000000003,48347.26,3511.9,25.378172271533977,0.5274390243902439,0.7068160087280205,Hennessey Master
1587,VINEYARD BRANDS INC,29192,Perrin Chtnf du Pape,21.99,33.99,750.0,890,19571.09999999999,821,14768.929999999904,23874.79000000008,91.08999999999985,6070.089999999999,9852.000000000004,41.26528442763254,0.9224719101123596,1.2199002610992786,Perrin Chtnf
4425,MARTIGNETTI COMPANIES,19814,Rodney Strong Charlottes Svg,8.9,12.99,750.0,2199,19571.099999999955,2141,18137.37999999996,30375.59000000041,237.79000000000497,144929.24,8756.69,28.828049101268093,0.97362437471578,1.5520635017960402,Rodney Strong
1392,CONSTELLATION BRANDS INC,3373,Svedka Citron Vodka,13.86,18.99,1750.0,1412,19570.319999999974,2232,29903.95000000097,44245.6800000002,4102.830000000072,79528.99,11450.159999999998,25.87859424920116,1.5807365439093484,2.2608562353604973,Svedka Citron
10754,PERFECTA WINES,2817,Couvreur Overaged 12 Yr Malt,54.26,69.99,750.0,360,19533.6,24,1469.79,1679.76,18.93999999999999,28720.52,377.5199999999999,22.47463923417631,0.0666666666666666,0.0859933652782897,Couvreur Overaged
516,BANFI PRODUCTS CORP,11854,Trivento Amado Sur Malbec,8.38,14.99,750.0,2326,19491.88000000001,2212,18102.85999999995,28233.88000000042,245.2100000000055,8510.410000000002,14621.319999999998,51.78643530396736,0.9509888220120378,1.4484944499966348,Trivento Amado
4425,MARTIGNETTI COMPANIES,28580,Silverado Chard,14.83,28.99,750.0,1314,19486.619999999948,1702,24168.31000000037,42405.98000000016,189.12000000000293,144929.24,24100.32,56.83236185085194,1.295281582952816,2.1761588207703686,Silverado Chard
3252,E & J GALLO WINERY,39410,Mirassou Cab Svgn Cal,6.12,8.99,750.0,3184,19486.079999999976,3128,16783.199999999753,31248.720000000598,347.7600000000106,61966.91,8977.36,28.728728728728186,0.9824120603015076,1.6036432160804344,Mirassou Cab
4425,MARTIGNETTI COMPANIES,28980,Far Niente Cab Svgn Napa,91.38,137.99,750.0,213,19463.94,62,4029.739999999998,9609.379999999996,6.930000000000003,144929.24,2889.8200000000006,30.072907929543856,0.2910798122065727,0.4937016862978409,Far Niente
660,SAZERAC NORTH AMERICA INC.,7393,99 Blackberries,12.21,15.99,750.0,1594,19462.740000000034,1164,11004.099999999842,14382.359999999811,917.559999999996,17932.329999999994,4399.919999999999,30.592475782834367,0.7302383939774153,0.7389689221558622,99 Blackberries
7153,PINE STATE TRADING CO,12505,Angelini Pnt Nr Veneto,6.16,10.99,750.0,3159,19459.43999999994,3046,17763.389999999916,30687.54000000076,338.47000000001213,15884.819999999998,14712.18,47.94186826314405,0.9642291864514086,1.5770001603335375,Angelini Pnt
3252,E & J GALLO WINERY,24604,Dark Horse Pnt Nr,5.4,7.99,750.0,3602,19450.799999999937,3399,12624.199999999712,27158.0100000002,378.9000000000077,61966.91,8803.41,32.41551939924883,0.9436424208772904,1.396241285705487,Dark Horse
653,STATE WINE & SPIRITS,2059,Backbone Blended Bourbon,24.08,37.99,750.0,807,19432.55999999997,680,16285.8099999999,20815.20000000004,536.3500000000017,8014.98,9458.800000000005,45.44179253622345,0.8426270136307311,1.0711506873000811,Backbone Blended
9552,M S WALKER INC,36573,Matanzas Creek Svgn Bl Sonom,11.25,17.99,750.0,1723,19383.75,1434,14009.099999999851,25428.66000000012,159.42000000000107,55551.81999999999,9665.159999999998,38.00892378914167,0.832269297736506,1.311854517314767,Matanzas Creek
9165,ULTRA BEVERAGE COMPANY LLP,22801,Fetzer Valley Oaks Cab Svgn,6.57,13.99,1500.0,2947,19361.789999999928,3255,25769.2600000009,42501.450000000266,725.8000000000258,68054.70000000003,24152.1,56.82653180067938,1.1045130641330163,2.1951198726977426,Fetzer Valley
1587,VINEYARD BRANDS INC,19782,Marques de Caceres Gran RSV,16.44,24.99,750.0,1177,19349.88000000001,1072,17728.079999999965,27369.28000000016,118.7699999999998,6070.089999999999,9165.599999999997,33.48864127956579,0.9107901444350044,1.4144418466677906,Marques de
1485,CASTLE BRANDS CORP.,2867,Jefferson's Rsv Old Rum Cask,62.01,79.99,750.0,312,19347.12,128,7759.029999999984,10238.719999999985,100.89000000000009,8497.589999999998,2301.44,22.47780972621581,0.4102564102564102,0.5292115829125981,Jefferson's Rsv
8004,SAZERAC CO INC,8059,Corazon de Agave Anejo,21.73,29.99,750.0,890,19339.7,784,18827.63000000004,23216.160000000196,618.4500000000005,50293.62000000002,6475.839999999998,27.893674061515533,0.8808988764044944,1.2004405445792952,Corazon de
4425,MARTIGNETTI COMPANIES,3983,Wiggly Bridge Vodka,23.43,29.99,750.0,824,19306.319999999992,440,9016.43999999994,11165.599999999931,347.01000000000045,144929.24,2886.4,25.850827541735487,0.5339805825242718,0.5783391138238637,Wiggly Bridge
9552,M S WALKER INC,25573,Louis Latour 12 Bourgogne Ga,8.21,11.99,750.0,2347,19268.87000000001,1988,5887.089999999932,23836.12000000002,222.92000000000093,55551.81999999999,7514.6399999999985,31.52627189324433,0.8470387729015765,1.2370273918501713,Louis Latour
4425,MARTIGNETTI COMPANIES,19855,Davis Bynum Jane's Vyd Pnt,19.47,31.99,750.0,989,19255.829999999984,703,12579.929999999926,21784.970000000027,78.01999999999988,144929.24,8801.56,40.40198356940582,0.7108190091001011,1.1313441175997112,Davis Bynum
4425,MARTIGNETTI COMPANIES,39400,Claret Ramey Napa Valley,26.34,38.99,750.0,731,19254.54000000001,428,10177.339999999956,16130.71999999994,47.46999999999988,144929.24,5414.200000000001,33.56452780781032,0.585499316005472,0.8377618992715448,Claret Ramey
9552,M S WALKER INC,20255,Breca OV Garnacha Calatayud,9.65,13.99,750.0,1995,19251.749999999964,2197,17367.729999999894,31078.03000000043,244.0500000000052,55551.81999999999,9534.98,30.68077352393272,1.1012531328320805,1.6142963626683544,Breca OV
10754,PERFECTA WINES,36991,Duck Pond Pnt Gris Ore,7.18,10.99,750.0,2681,19249.579999999965,2583,14029.80999999977,29703.170000000297,287.75000000000574,28720.52,9841.23,33.13191824306935,0.9634464751958224,1.5430554848469602,Duck Pond
7153,PINE STATE TRADING CO,34137,Fat Bastard Chard,6.84,10.99,750.0,2814,19247.76000000004,2797,15576.789999999732,30662.030000000403,311.30000000000786,15884.819999999998,11607.55,37.85643024939917,0.9939587775408673,1.593018096651264,Fat Bastard
10754,PERFECTA WINES,24771,Les Darons Lang J Carrel Rou,8.66,15.99,750.0,2222,19242.51999999997,2755,17717.599999999915,36418.45000000039,306.73000000000667,28720.52,20194.15,55.45032806173735,1.23987398739874,1.892602943897184,Les Darons
4425,MARTIGNETTI COMPANIES,10680,Segura Viudas Brut RSV,7.18,10.99,750.0,2679,19235.219999999965,2477,12509.159999999803,28482.230000000192,276.2300000000036,144929.24,9437.37,33.13423843568407,0.9245987308697275,1.480733259094528,Segura Viudas
9165,ULTRA BEVERAGE COMPANY LLP,43131,Carpano Antica Formula,8.72,14.99,375.0,2205,19227.59999999996,2087,20982.57000000028,30364.130000000525,120.55000000000152,68054.70000000003,13085.49,43.0952245297322,0.9464852607709752,1.5791950113378992,Carpano Antica
9552,M S WALKER INC,26428,Latour Macon Village Chamery,9.14,13.99,750.0,2103,19221.42000000004,2063,15141.3199999998,29179.370000000214,229.3600000000029,55551.81999999999,10005.55,34.2898081761187,0.980979553019496,1.5180652626080775,Latour Macon
9552,M S WALKER INC,25570,Steele Wines Scarlet Lake Cn,4.72,6.99,750.0,4071,19215.119999999963,4018,11603.399999999703,28085.82000000033,448.5500000000096,55551.81999999999,9120.860000000002,32.47496423462051,0.9869810857283224,1.4616520739917518,Steele Wines
3252,E & J GALLO WINERY,41786,Ecco Domani Colle Pnt Grigio,5.86,8.49,750.0,3279,19214.939999999955,3313,2504.54999999999,28127.36999999998,372.55000000000064,61966.91,8713.19,30.977620730270928,1.0103690149435804,1.463828146223722,Ecco Domani
9552,M S WALKER INC,25569,Steele 10 Pnt Nr Sangiacomo,10.45,15.99,750.0,1838,19207.10000000001,1412,9721.919999999896,22577.880000000067,157.59000000000097,55551.81999999999,7822.480000000001,34.64665415884918,0.7682263329706203,1.175496561167488,Steele 10
1128,BROWN-FORMAN CORP,5270,Southern Comfort,1.55,1.99,50.0,12387,19199.85,12166,7950.049999999362,24210.33999999989,632.3500000000074,68601.68000000001,5353.039999999999,22.110552763819197,0.982158714781626,1.260965059622856,Southern Comfort
9165,ULTRA BEVERAGE COMPANY LLP,25705,Cornerstone WV Pnt Nr 11,13.44,19.49,750.0,1428,19192.32,1422,9624.679999999918,28389.780000000137,159.0200000000009,68054.70000000003,8603.099999999999,30.303510629529207,0.9957983193277312,1.4792260654261775,Cornerstone WV
653,STATE WINE & SPIRITS,4147,Kirk and Sweeney 18 Yr Rum,28.77,44.99,750.0,667,19189.59000000001,636,18139.479999999992,25521.640000000138,501.4200000000024,8014.98,10315.920000000002,40.42028647061845,0.9535232383808095,1.3299731781658763,Kirk and
8673,STE MICHELLE WINE ESTATES,32107,Erath Pnt Gris Ore,8.27,12.99,750.0,2320,19186.40000000001,2205,16749.419999999813,29272.95000000032,244.92000000000445,15919.700000000004,10407.600000000002,35.55364252663257,0.9504310344827588,1.5257135262477743,Erath Pnt
1587,VINEYARD BRANDS INC,44859,Man Cab Svgn Western Cape,7.48,10.99,750.0,2565,19186.199999999968,2028,7318.159999999868,16325.719999999812,226.24000000000464,6070.089999999999,7118.28,43.60162982092111,0.7906432748538011,0.8509095078754437,Man Cab
3252,E & J GALLO WINERY,13492,Barefoot Cellars Pnt Nr,5.84,10.99,1500.0,3285,19184.40000000023,2970,18981.1400000002,31327.180000000608,663.090000000018,61966.91,15295.500000000002,48.82501393358644,0.9041095890410958,1.632950730802122,Barefoot Cellars
12546,JIM BEAM BRANDS COMPANY,8298,Skinnygirl Grapefruit Marg,7.8,9.99,750.0,2459,19180.199999999983,2530,17341.979999999854,27182.70000000043,1993.649999999968,123880.97,5540.700000000001,20.38318489333257,1.0288735258235056,1.4172271404886525,Skinnygirl Grapefruit
4425,MARTIGNETTI COMPANIES,18950,Schug Pnt Nr Carneros,12.32,17.99,750.0,1556,19169.920000000016,3236,24394.44000000054,58215.63999999997,361.1900000000077,144929.24,18348.119999999995,31.517509727626468,2.079691516709512,3.0368222715587714,Schug Pnt
9819,TREASURY WINE ESTATES,8704,Beringer Chard Napa Vly,8.66,15.99,750.0,2213,19164.58,1483,12547.599999999868,25195.170000000136,165.10000000000127,14836.570000000003,10870.39,43.14473766201991,0.6701310438319024,1.3146737366537713,Beringer Chard
8112,MOET HENNESSY USA INC,2610,Glenmorangie Signet Sng Malt,138.68,189.99,750.0,138,19137.840000000004,91,15389.189999999986,17289.089999999993,71.78999999999996,48347.26,4669.21,27.006684562345395,0.6594202898550725,0.9033981891373316,Glenmorangie Signet
4425,MARTIGNETTI COMPANIES,25964,MacRostie Pnt Nr Sonoma Cst,18.29,27.99,750.0,1046,19131.33999999997,714,10050.629999999926,16319.85999999991,79.25999999999985,144929.24,6925.799999999999,42.43786405030458,0.6826003824091779,0.8530432264545992,MacRostie Pnt
9552,M S WALKER INC,26013,Toad Hollow Cab Svgn Lodi,10.96,16.99,750.0,1744,19114.240000000005,1234,4270.149999999978,13327.25999999998,138.1200000000001,55551.81999999999,7441.019999999997,55.83308196883687,0.7075688073394495,0.6972424747204167,Toad Hollow
9552,M S WALKER INC,12520,Pavao Vinho Verde Adegas Wh,4.72,6.99,750.0,4047,19101.839999999946,3868,13205.669999999702,31270.32000000037,431.4900000000096,55551.81999999999,8780.360000000002,28.07889397997813,0.9557697059550284,1.6370318252063922,Pavao Vinho
9552,M S WALKER INC,15743,Bodegas Izadi Tempranillo Rd,10.38,17.99,750.0,1838,19078.44000000001,1772,15959.299999999816,28995.280000000264,197.0200000000028,55551.81999999999,13484.919999999996,46.507293600889085,0.9640914036996736,1.519793022909643,Bodegas Izadi
1392,CONSTELLATION BRANDS INC,38178,Rex Goliath Cab Svgn,4.13,7.99,750.0,4619,19076.470000000023,4646,14341.369999999584,29233.54000000053,517.1700000000179,79528.99,17933.56,61.34583769191031,1.0058454210868153,1.5324397018945588,Rex Goliath
2000,SOUTHERN WINE & SPIRITS NE,13147,F Coppola Directors Pnt Nr,13.01,19.99,750.0,1465,19059.65000000001,1357,13302.109999999877,26164.43000000014,150.9900000000008,19016.59,9471.86,36.20128548567635,0.9262798634812288,1.3727655019898122,F Coppola
90047,CRUSH WINES,21145,David Girard Vyds Code Rouge,7.79,11.99,750.0,2446,19054.339999999997,2328,10227.469999999854,27912.720000000147,260.1900000000023,1457.7299999999998,9777.6,35.02919099249356,0.9517579721995094,1.4649009097140158,David Girard
2242,DELICATO VINEYARDS INC,26606,Loredona Moscato Monterey,4.13,5.99,750.0,4609,19035.169999999987,3173,8338.079999999774,19006.269999999862,353.9900000000065,7982.649999999999,5901.780000000001,31.051752921536117,0.6884356693425906,0.998481757714792,Loredona Moscato
3924,HEAVEN HILL DISTILLERIES,3320,Rosita Tequila Wh,6.64,9.29,1000.0,2863,19010.320000000047,3004,8184.489999999971,27907.160000000327,3154.2000000000044,14069.869999999995,7960.5999999999985,28.52529601722248,1.0492490394690883,1.4680005386548074,Rosita Tequila
17035,PERNOD RICARD USA,24842,Jacobs Crk Shrz/Cab Svgn,4.6,7.99,750.0,4130,18998.00000000009,4241,17065.229999999796,29576.960000000785,470.9800000000195,123780.21999999996,14376.990000000002,48.60874816072924,1.026876513317191,1.556845983787801,Jacobs Crk
4425,MARTIGNETTI COMPANIES,19494,Lincourt Lindsays Pnt Nr,10.13,14.99,750.0,1874,18983.620000000003,3169,19696.860000000142,47503.310000000136,353.48000000000656,144929.24,15401.339999999998,32.421614409606306,1.691035218783351,2.502331483668559,Lincourt Lindsays
17035,PERNOD RICARD USA,2617,Yellow Spot Irish Whisky,72.99,99.99,750.0,260,18977.4,286,23897.61000000009,28597.14000000009,225.62999999999963,123780.21999999996,7722.0,27.002700270026917,1.1,1.5069050554870582,Yellow Spot
1587,VINEYARD BRANDS INC,13792,The Wolftrap Syrah Vio Mourv,6.16,9.99,750.0,3080,18972.799999999963,2949,14512.8699999997,26533.510000000395,327.9400000000098,6070.089999999999,11294.67,42.56756833151676,0.9574675324675324,1.3985025931860582,The Wolftrap
3664,WILLIAM GRANT & SONS INC,283,Milagro Tequila Reposado SBR,39.69,61.99,750.0,478,18971.81999999998,487,21234.23000000008,27433.1300000002,384.1300000000022,30234.42000000001,10860.100000000002,39.58753521745395,1.0188284518828452,1.4459935841685312,Milagro Tequila
4425,MARTIGNETTI COMPANIES,25506,B Doon The Heart Has Rieslin,5.22,7.99,750.0,3629,18943.379999999983,3434,13535.059999999688,27437.660000000487,382.4200000000116,144929.24,9512.180000000002,34.66833541927348,0.9462661890327914,1.4484036111824032,B Doon
8112,MOET HENNESSY USA INC,580,Hennessy VSOP Cognac,52.62,69.99,1000.0,360,18943.2,360,69.99,25196.4,378.0,48347.26,6253.199999999999,24.81783111873124,1.0,1.330102622576967,Hennessy VSOP
90027,POVERTY LANE ORCHARDS,43920,Farnum Hill Semi-Dry Cider,8.05,11.99,750.0,2353,18941.65,2307,16869.929999999807,27660.930000000404,256.1200000000059,229.88,9089.579999999998,32.8607172643865,0.9804504887377816,1.4603231503063567,Farnum Hill
3252,E & J GALLO WINERY,13931,Ghost Pines Znfdl L Martini,9.33,16.99,750.0,2030,18939.89999999993,2356,24414.63000000057,40028.44000000032,261.4800000000061,61966.91,18046.959999999995,45.08534432018797,1.160591133004926,2.113445160745329,Ghost Pines
4425,MARTIGNETTI COMPANIES,35581,Frogs Leap Merlot Napa,25.16,36.99,750.0,752,18920.31999999999,657,15741.77999999992,24557.430000000117,72.78999999999981,144929.24,7772.310000000001,31.649525214975533,0.8736702127659575,1.2979394640259851,Frogs Leap
