VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesPrice,TotalSalesDollars,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,Brand_name
4425,MARTIGNETTI COMPANIES,22509,Alderbrook Pnt Nr RRV,12.07,17.99,750.0,130,1569.1,1191,12700.939999999871,21426.090000000026,132.16000000000008,144929.24,7050.7199999999975,32.907170650361266,9.16153846153846,13.655018800586337,Alderbrook Pnt
9552,M S WALKER INC,24825,Anakota 11 Helena Montana CS,54.05,79.99,750.0,29,1567.4499999999998,24,719.91,1919.76,2.6900000000000004,55551.81999999999,622.56,32.42905363170396,0.8275862068965517,1.2247663402341384,Anakota 11
8673,STE MICHELLE WINE ESTATES,20963,Stags Leap Hands of Time Chr,10.96,16.99,750.0,143,1567.28,114,815.5200000000003,1936.8600000000004,12.73,15919.700000000004,687.4199999999997,35.491465567981145,0.7972027972027972,1.2358098106273292,Stags Leap
10754,PERFECTA WINES,34153,Capanna Rosso di Montalcino,12.33,25.99,750.0,127,1565.91,102,599.5800000000003,1430.9800000000005,11.38,28720.52,1393.32,97.3682371521614,0.8031496062992126,0.9138328511855728,Capanna Rosso
4425,MARTIGNETTI COMPANIES,26329,Cristom Pnt Nr Sommers Rsv,25.65,38.99,750.0,61,1564.65,59,1871.52,2300.409999999999,6.510000000000004,144929.24,787.0600000000002,34.2139010002565,0.9672131147540984,1.4702393506535003,Cristom Pnt
9165,ULTRA BEVERAGE COMPANY LLP,25820,La Roche Trouee Red 14,8.05,11.99,750.0,194,1561.7000000000005,88,647.4600000000004,1055.1200000000003,9.750000000000002,68054.70000000003,346.72,32.86071726438698,0.4536082474226804,0.6756227188320421,La Roche
4425,MARTIGNETTI COMPANIES,26763,Marcarini Nebb Langhe Lasarn,13.01,18.99,750.0,120,1561.2,64,854.5500000000003,1215.3600000000004,7.0800000000000045,144929.24,382.7199999999999,31.49025803054237,0.5333333333333333,0.7784780937740202,Marcarini Nebb
9165,ULTRA BEVERAGE COMPANY LLP,24896,Pomino Vinsanto,30.61,44.99,750.0,51,1561.11,34,764.83,1529.66,3.78,68054.70000000003,488.9200000000001,31.96265836852634,0.6666666666666666,0.979854078187956,Pomino Vinsanto
4425,MARTIGNETTI COMPANIES,19316,Lyric by Etude Pnt Nr,9.99,14.99,750.0,156,1558.44,155,296.7900000000001,2204.4500000000003,17.419999999999998,144929.24,775.0,35.156161400802915,0.9935897435897436,1.4145234978568313,Lyric by
4425,MARTIGNETTI COMPANIES,27924,Barone Ricasoli Casalferro,37.08,55.99,750.0,42,1557.36,0,0.0,0.0,0.0,144929.24,0.0,0.0,0.0,0.0,Barone Ricasoli
4425,MARTIGNETTI COMPANIES,44653,Nickel Rock Cairn Cab Svgn,64.86,95.99,750.0,24,1556.64,30,2284.7799999999997,3109.699999999999,3.32,144929.24,933.9,30.03183586841175,1.25,1.997700174735327,Nickel Rock
10754,PERFECTA WINES,22022,Lower East Side Cab Svgn,21.91,34.99,750.0,71,1555.61,112,2369.3199999999983,3908.879999999997,12.430000000000009,28720.52,1464.9600000000005,37.47774298520296,1.5774647887323945,2.5127634818495617,Lower East
10754,PERFECTA WINES,15362,Gaia Notios Red,10.8,15.99,750.0,144,1555.1999999999998,191,511.6800000000002,3054.0899999999992,21.43,28720.52,991.2899999999998,32.45778611632271,1.3263888888888888,1.9637924382716048,Gaia Notios
1392,CONSTELLATION BRANDS INC,19995,Ravenswood Barricia Znfdl,12.32,29.99,750.0,126,1552.3200000000002,170,1493.1700000000003,3058.2999999999984,18.91999999999999,79528.99,3003.9,98.22123401889942,1.3492063492063493,1.9701479076479065,Ravenswood Barricia
4425,MARTIGNETTI COMPANIES,16378,Hob Nob Malbec VDP D'Oc,6.66,9.99,750.0,233,1551.78,356,2446.519999999993,3496.439999999979,39.3699999999999,144929.24,1185.48,33.90534372104217,1.5278969957081543,2.2531802188454413,Hob Nob
10754,PERFECTA WINES,21465,Ch Haut Brion Pessac-Leognan,517.0,759.99,750.0,3,1551.0,3,759.99,2279.97,0.34,28720.52,728.97,31.97278911564626,1.0,1.47,Ch Haut
7153,PINE STATE TRADING CO,33052,Gosset Grande RSV Brut,36.91,54.99,750.0,42,1550.22,2,109.98,109.98,0.22,15884.819999999998,36.16000000000001,32.87870521913076,0.0476190476190476,0.0709447691295429,Gosset Grande
17035,PERNOD RICARD USA,15744,Sandeman 30 Yr Tawny Port,51.63,82.99,750.0,30,1548.9,14,1053.88,1233.86,1.5500000000000005,123780.21999999996,439.0399999999999,35.582643087546394,0.4666666666666667,0.7966040415778939,Sandeman 30
4692,KOBRAND CORPORATION,27778,Jadot Savigny les Beaune 14,25.8,39.99,750.0,60,1548.0,2,79.98,79.98,0.22,9139.38,28.380000000000003,35.483870967741936,0.0333333333333333,0.0516666666666666,Jadot Savigny
4425,MARTIGNETTI COMPANIES,25319,Ch Deux Rocs Premices Red,8.6,12.99,750.0,180,1548.0,146,1247.0400000000006,1896.5400000000009,16.189999999999987,144929.24,640.94,33.7952270977675,0.8111111111111111,1.2251550387596906,Ch Deux
7153,PINE STATE TRADING CO,8459,Pardiac VS French Brandy,12.79,15.99,750.0,121,1547.59,100,1149.1200000000006,1305.000000000001,78.91000000000004,15884.819999999998,320.0000000000001,24.521072796934863,0.8264462809917356,0.8432465963207314,Pardiac VS
10754,PERFECTA WINES,23769,Ch Pape Clement 12 Pess-Leog,73.68,111.99,750.0,21,1547.28,48,3583.679999999997,5375.519999999997,5.320000000000002,28720.52,1838.8799999999997,34.20841146530941,2.2857142857142856,3.474174034434619,Ch Pape
9552,M S WALKER INC,24700,Cavas Hill 1887 Brut Cava,8.44,14.99,750.0,183,1544.5199999999998,107,896.3500000000005,1477.9300000000007,11.879999999999994,55551.81999999999,700.85,47.421055124396936,0.5846994535519126,0.9568862818221848,Cavas Hill
660,SAZERAC NORTH AMERICA INC.,8322,Chi Chi's Ruby Red Margarita,6.24,10.99,1750.0,247,1541.280000000001,582,3374.899999999965,4780.179999999955,1069.940000000001,17932.329999999994,2764.5,57.832550238694495,2.3562753036437245,3.101435170767123,Chi Chi's
2000,SOUTHERN WINE & SPIRITS NE,19954,Ch Cos d'Estournel 10,308.21,449.99,750.0,5,1541.0499999999995,6,1349.97,2699.94,0.67,19016.59,850.6800000000002,31.50736683037401,1.2,1.7520132377275237,Ch Cos
4425,MARTIGNETTI COMPANIES,26423,Arnaldo Caprai Grecante Grec,12.83,18.99,750.0,120,1539.6,85,873.5400000000003,1614.1500000000003,9.460000000000004,144929.24,523.5999999999999,32.438125329120574,0.7083333333333334,1.0484216679657057,Arnaldo Caprai
3252,E & J GALLO WINERY,25724,Storypoint Chardonnay,6.41,9.49,750.0,240,1538.4000000000003,215,199.29000000000005,2040.3500000000008,24.170000000000005,61966.91,662.2,32.45521601685984,0.8958333333333334,1.326280551222049,Storypoint Chardonnay
4425,MARTIGNETTI COMPANIES,25225,Ch Montelena Cab Svgn 2006,96.02,144.99,750.0,16,1536.32,14,1014.93,2029.86,1.5600000000000005,144929.24,685.5800000000002,33.77474308573006,0.875,1.3212481774630287,Ch Montelena
90024,VINILANDIA USA,22591,Ch Manos Cadillac,10.52,15.99,375.0,146,1535.92,1,15.99,15.99,0.06,2802.6400000000003,5.470000000000001,34.20888055034397,0.0068493150684931,0.0104106984738788,Ch Manos
4425,MARTIGNETTI COMPANIES,22798,Elk Cove La Boheme Pnt Nr,31.33,46.99,750.0,49,1535.17,62,2161.5399999999995,2913.379999999997,6.860000000000004,144929.24,970.9200000000002,33.32623962545227,1.2653061224489797,1.8977572516398813,Elk Cove
2561,EDRINGTON AMERICAS,4575,Brugal XV Rum,19.37,24.99,750.0,79,1530.23,399,6347.459999999963,9971.009999999957,314.4900000000006,9654.500000000002,2242.379999999999,22.488995598239388,5.050632911392405,6.516020467511392,Brugal XV
4425,MARTIGNETTI COMPANIES,4627,Wiggly Bridge Gold Rum,36.43,46.99,750.0,42,1530.06,125,3649.269999999993,6248.749999999989,98.52000000000012,144929.24,1320.0000000000002,21.124224844969035,2.9761904761904763,4.083990170320111,Wiggly Bridge
9552,M S WALKER INC,24125,Botani 13 Muscat Srra Malaga,10.06,16.99,750.0,152,1529.1200000000003,241,1681.9500000000007,4056.590000000001,26.84999999999998,55551.81999999999,1670.1299999999994,41.17078630080928,1.5855263157894737,2.6528918593700954,Botani 13
4425,MARTIGNETTI COMPANIES,44993,Red Truck Pnt Nr Cal,5.59,11.99,750.0,273,1526.07,269,882.9600000000007,2283.810000000001,30.01999999999997,144929.24,1721.6,75.38280329799763,0.9853479853479854,1.4965303033281572,Red Truck
4425,MARTIGNETTI COMPANIES,14635,Marcarini Ciabot Camerano,11.56,16.99,750.0,132,1525.92,38,526.6900000000002,645.6200000000002,4.2,144929.24,206.33999999999992,31.95997645673924,0.2878787878787879,0.4231021285519556,Marcarini Ciabot
2000,SOUTHERN WINE & SPIRITS NE,26266,The Divining Rod Pinot Noir,11.56,16.99,750.0,132,1525.92,2,16.99,33.98,0.22,19016.59,10.859999999999996,31.95997645673925,0.0151515151515151,0.0222685330816818,The Divining
9744,FREDERICK WILDMAN & SONS,26687,Dom Faiveley Nuits Porets 14,50.65,76.99,750.0,30,1519.5,0,0.0,0.0,0.0,3999.93,0.0,0.0,0.0,0.0,Dom Faiveley
4425,MARTIGNETTI COMPANIES,23103,DeLille Cellars Gr Ciel Cab,84.41,129.99,750.0,18,1519.38,34,2209.83,4419.66,3.8000000000000007,144929.24,1549.7200000000005,35.06423571043928,1.8888888888888888,2.908857560320657,DeLille Cellars
9744,FREDERICK WILDMAN & SONS,20743,Churchill's Late Bottled 05,16.88,25.99,750.0,90,1519.1999999999998,90,1417.4200000000003,2225.1,9.989999999999997,3999.93,819.9,36.84778212215181,1.0,1.464652448657188,Churchill's Late
1392,CONSTELLATION BRANDS INC,8634,Manischewitz Cream White Cnd,6.1,8.99,1500.0,249,1518.8999999999996,208,922.9400000000009,1815.920000000001,327.23999999999955,79528.99,601.1200000000001,33.10277985814352,0.8353413654618473,1.1955494107577862,Manischewitz Cream
1590,DIAGEO CHATEAU ESTATE WINES,32303,Dynamite Merlot N Cst,8.16,11.99,750.0,186,1517.7600000000002,201,1726.640000000001,2553.989999999995,22.26999999999996,7259.75,769.83,30.14224801193433,1.0806451612903225,1.682736401012014,Dynamite Merlot
4425,MARTIGNETTI COMPANIES,21731,Ch Moulin de la Rose St-Juln,45.94,67.99,750.0,33,1516.02,82,2379.649999999999,5575.179999999995,9.15,144929.24,1808.1,32.43123988821888,2.484848484848485,3.677510850780329,Ch Moulin
7245,PROXIMO SPIRITS INC.,2859,Bushmills Irish Honey,12.94,17.99,750.0,117,1513.9800000000005,774,10892.899999999912,16594.259999999904,610.1100000000012,38994.78000000001,3908.7,23.55453030144172,6.615384615384615,10.96068640272652,Bushmills Irish
3252,E & J GALLO WINERY,28038,Andre Spumante Calif,3.71,5.99,750.0,408,1513.6799999999996,385,181.69000000000003,2295.1499999999983,43.28,61966.91,877.8000000000001,38.24586628324949,0.943627450980392,1.5162716029808143,Andre Spumante
9552,M S WALKER INC,22937,Tranzind Red Blend,8.55,14.99,750.0,177,1513.35,158,1499.0300000000009,2472.419999999995,17.539999999999985,55551.81999999999,1017.52,41.15481997395272,0.8926553672316384,1.6337397165229426,Tranzind Red
4425,MARTIGNETTI COMPANIES,26848,Speri Amarone Del Valpoicela,50.33,74.99,750.0,30,1509.9,23,1424.81,1724.77,2.540000000000001,144929.24,567.18,32.88438458461128,0.7666666666666667,1.1423074375786475,Speri Amarone
4425,MARTIGNETTI COMPANIES,27878,Poderi Le Ripi Amore e Magia,25.16,36.99,750.0,60,1509.6,1,36.99,36.99,0.11,144929.24,11.830000000000002,31.9816166531495,0.0166666666666666,0.0245031796502384,Poderi Le
9165,ULTRA BEVERAGE COMPANY LLP,19552,Tenuta Alzatura Sagrantino,12.9,37.99,750.0,117,1509.3000000000002,324,1979.010000000001,6476.759999999994,36.23999999999999,68054.70000000003,8129.160000000001,125.5127563781892,2.769230769230769,4.291234347048296,Tenuta Alzatura
1128,BROWN-FORMAN CORP,2777,Woodford Rsv Federal Cigar,35.93,45.99,1000.0,42,1509.0599999999995,42,413.91,1931.58,44.1,68601.68000000001,422.5200000000001,21.874320504457494,1.0,1.2799888672418596,Woodford Rsv
2242,DELICATO VINEYARDS INC,18386,Sequin Delicately Rose,4.76,6.99,750.0,317,1508.9199999999998,292,559.2000000000005,2041.080000000001,32.69,7982.649999999999,651.1600000000001,31.902718168812576,0.9211356466876972,1.3526760862073544,Sequin Delicately
3252,E & J GALLO WINERY,18853,Barefoot Cellars Pink Moscat,4.41,6.49,187.0,342,1508.220000000001,320,791.7800000000009,2076.8000000000006,9.159999999999991,61966.91,665.6,32.049306625577806,0.935672514619883,1.376987442150349,Barefoot Cellars
4425,MARTIGNETTI COMPANIES,21196,Paul Hobbs Crossbarn Chard,17.33,25.99,750.0,87,1507.7099999999998,208,2746.949999999995,5443.91999999999,23.099999999999973,144929.24,1801.28,33.087921938603124,2.3908045977011496,3.610720894601741,Paul Hobbs
7153,PINE STATE TRADING CO,2491,Catskill Defiant Rye,23.91,42.99,375.0,63,1506.3300000000002,100,1616.59,4026.9999999999945,39.240000000000016,15884.819999999998,1908.0,47.38018375962262,1.5873015873015872,2.673384982042444,Catskill Defiant
7153,PINE STATE TRADING CO,4219,Commander Quincy's Rum Toddy,10.68,13.99,750.0,141,1505.88,495,3847.249999999973,6925.049999999969,390.13000000000073,15884.819999999998,1638.4500000000005,23.659756969263867,3.5106382978723403,4.598673201051857,Commander Quincy's
1392,CONSTELLATION BRANDS INC,6166,Casa Noble X Anejo C Santana,300.74,399.99,750.0,5,1503.7,1,399.99,399.99,0.79,79528.99,99.25,24.8131203280082,0.2,0.2660038571523575,Casa Noble
2242,DELICATO VINEYARDS INC,16245,Domino Cab Svgn,5.36,7.99,1500.0,280,1500.8000000000009,279,527.3400000000004,2229.2100000000014,62.690000000000026,7982.649999999999,733.77,32.91614518147682,0.9964285714285714,1.485347814498934,Domino Cab
90024,VINILANDIA USA,22016,Foss Marai Prosecco,4.44,6.79,187.0,338,1500.7199999999998,432,1364.789999999996,2933.279999999992,12.48999999999998,2802.6400000000003,1015.1999999999998,34.609720176730576,1.2781065088757395,1.954581800735642,Foss Marai
6213,MHW LTD,4511,Camus Extra Elegance,249.99,339.99,750.0,6,1499.94,26,7479.779999999997,8839.739999999998,20.51999999999999,9621.580000000002,2340.0,26.471366804906037,4.333333333333333,5.893395735829432,Camus Extra
9744,FREDERICK WILDMAN & SONS,22433,Dom Prieur Meurslt Mazray 13,49.99,75.99,750.0,30,1499.7,22,759.9,1671.78,2.45,3999.93,571.9999999999999,34.21502829319646,0.7333333333333333,1.1147429485897178,Dom Prieur
90017,THE IMPORTED GRAPE LLC,20091,Dos Minas Malbec,5.51,11.99,750.0,272,1498.7199999999998,223,747.3700000000005,2643.7699999999963,24.999999999999982,80.03,1445.0400000000002,54.65830991349483,0.8198529411764706,1.7640186292302742,Dos Minas
6213,MHW LTD,834,Bols Brown Creme de Cacao,7.68,9.99,1000.0,195,1497.6,194,1718.280000000001,1938.0600000000013,203.7000000000004,9621.580000000002,448.1400000000001,23.12312312312311,0.9948717948717948,1.2941105769230778,Bols Brown
4425,MARTIGNETTI COMPANIES,24494,Buehler Wh Znfdl Napa,6.8,9.99,750.0,220,1496.0,204,189.81000000000003,2037.9600000000005,22.95,144929.24,650.7600000000001,31.931931931931928,0.9272727272727272,1.3622727272727275,Buehler Wh
2242,DELICATO VINEYARDS INC,17615,Bota Box Rsl,12.16,17.99,3000.0,123,1495.6800000000003,112,1139.3800000000003,2094.880000000001,50.40000000000001,7982.649999999999,652.9599999999998,31.169327121362542,0.9105691056910568,1.400620453572957,Bota Box
7153,PINE STATE TRADING CO,38303,Dry Creek Heritage Cln Znfdl,15.58,23.99,750.0,96,1495.68,47,695.7100000000002,1127.5300000000002,5.220000000000001,15884.819999999998,395.2699999999999,35.05627344726968,0.4895833333333333,0.7538577770646129,Dry Creek
10754,PERFECTA WINES,43789,Oakhurst Happy Camp Cab Svgn,7.33,10.99,750.0,204,1495.3200000000004,187,329.7000000000001,2055.130000000001,20.999999999999996,28720.52,684.4200000000001,33.30300272975432,0.9166666666666666,1.3743747157799,Oakhurst Happy
8673,STE MICHELLE WINE ESTATES,24243,Tenet Syrah The Pundit,12.98,19.99,750.0,115,1492.6999999999998,125,1819.1100000000008,2546.7499999999964,13.849999999999987,15919.700000000004,876.2499999999998,34.40659664278005,1.0869565217391304,1.7061365311181058,Tenet Syrah
12331,STELLAR IMPORTING CO LLC,45521,Nasiakos Nemea Rd,13.81,20.99,750.0,108,1491.48,85,209.9,1784.1500000000003,9.539999999999996,119.22999999999998,610.2999999999998,34.20676512625058,0.7870370370370371,1.1962279078499212,Nasiakos Nemea
4425,MARTIGNETTI COMPANIES,10910,Marcarini Barolo Brunate,41.37,59.99,750.0,36,1489.32,31,1259.79,1859.69,3.43,144929.24,577.2200000000001,31.038506417736293,0.8611111111111112,1.2486839631509683,Marcarini Barolo
1650,Circa Wines,24512,Tin Barn Cab Svgn Sonoma Cty,13.79,21.99,750.0,108,1489.32,76,285.87000000000006,1671.2400000000002,8.530000000000001,211.97,623.1999999999999,37.289677125966335,0.7037037037037037,1.1221497059060512,Tin Barn
4425,MARTIGNETTI COMPANIES,28007,Priest Ranch Sauvignon Blanc,12.41,18.99,750.0,120,1489.2000000000005,0,0.0,0.0,0.0,144929.24,0.0,0.0,0.0,0.0,Priest Ranch
4425,MARTIGNETTI COMPANIES,26331,Cristom Estate Pnt Gr Eola A,12.41,18.99,750.0,120,1489.2000000000005,103,1519.2000000000005,1955.9700000000007,11.38,144929.24,677.7399999999998,34.6498156924697,0.8583333333333333,1.3134367445608384,Cristom Estate
10754,PERFECTA WINES,24052,Poochi Poochi Sparkling Sake,9.73,14.99,300.0,153,1488.69,130,1379.0800000000006,1948.700000000001,5.500000000000001,28720.52,683.8,35.090060040026664,0.8496732026143791,1.3090032175939923,Poochi Poochi
10754,PERFECTA WINES,20516,Ch Le Gay Pomerol,67.56,99.99,750.0,22,1486.3200000000002,64,2399.7599999999998,6399.359999999998,7.150000000000001,28720.52,2075.5199999999995,32.43324332433244,2.909090909090909,4.305506216696268,Ch Le
9165,ULTRA BEVERAGE COMPANY LLP,24496,Luce Brunello Montalcino 10,70.74,103.99,750.0,21,1485.54,21,1247.88,2183.79,2.3400000000000003,68054.70000000003,698.25,31.974228291181845,1.0,1.4700310998020922,Luce Brunello
4848,LAIRD & CO,27488,Stival Pnt Grigio,8.84,12.99,1500.0,168,1485.12,174,233.82000000000005,2260.2600000000007,39.15,1043.69,722.1,31.947652040030786,1.0357142857142858,1.5219376212023277,Stival Pnt
9744,FREDERICK WILDMAN & SONS,27139,Hecht & Bannier Bandol 11 Re,17.64,26.99,750.0,84,1481.7600000000002,28,539.8000000000001,755.7200000000001,3.09,3999.93,261.79999999999995,34.64246017043348,0.3333333333333333,0.5100151171579743,Hecht &
8320,SHAW ROSS INT L IMP LTD,4545,Capel Premium Pisco,10.21,13.99,750.0,145,1480.45,142,1007.2800000000004,1986.5800000000008,111.86,3151.920000000001,536.7599999999999,27.019299499642585,0.9793103448275862,1.3418757810125304,Capel Premium
1650,Circa Wines,13669,Folk Machine Pnt Nr,12.33,18.49,750.0,120,1479.6,101,252.37000000000003,1956.49,11.349999999999998,211.97,622.1599999999999,31.799804752388194,0.8416666666666667,1.322310083806434,Folk Machine
7153,PINE STATE TRADING CO,24944,Sur de Los Andes Malbec Rsva,12.32,17.99,750.0,120,1478.4,116,1583.1200000000006,2086.84,12.819999999999997,15884.819999999998,657.7199999999998,31.517509727626447,0.9666666666666668,1.4115530303030304,Sur de
4425,MARTIGNETTI COMPANIES,2747,Speymalt Macallan 1993 20 Yr,123.07,159.99,750.0,12,1476.84,81,7359.539999999993,12959.189999999991,63.85999999999997,144929.24,2990.5200000000013,23.07644227764238,6.75,8.774945153164861,Speymalt Macallan
17035,PERNOD RICARD USA,694,Hiram Walker Creme de Cassis,6.23,8.29,1000.0,237,1476.5100000000027,231,1284.949999999997,1914.989999999996,242.55000000000064,123780.21999999996,475.8599999999997,24.8492159227986,0.9746835443037974,1.296970558953202,Hiram Walker
10754,PERFECTA WINES,45016,Neal One Lane Bridg Cab Svgn,61.43,93.99,750.0,24,1474.32,1,93.99,93.99,0.11,28720.52,32.559999999999995,34.64198318970103,0.0416666666666666,0.0637514243854794,Neal One
4425,MARTIGNETTI COMPANIES,24423,Odette Est Cab Svgn,61.28,94.99,750.0,24,1470.72,0,0.0,0.0,0.0,144929.24,0.0,0.0,0.0,0.0,Odette Est
10754,PERFECTA WINES,27284,Ch Giscours Margaux 07,39.73,59.99,750.0,37,1470.01,30,1439.76,1799.7,3.3100000000000005,28720.52,607.8000000000002,33.77229538256377,0.8108108108108109,1.2242773858681233,Ch Giscours
9165,ULTRA BEVERAGE COMPANY LLP,18269,Masi Serego Alighieri Amaron,49.0,73.99,750.0,30,1470.0,14,665.91,1035.86,1.5600000000000005,68054.70000000003,349.8599999999999,33.774834437086085,0.4666666666666667,0.7046666666666666,Masi Serego
10754,PERFECTA WINES,23772,Ch Pontet Canet 12 Pauillac,86.45,133.99,750.0,17,1469.6500000000003,22,1339.9,2947.78,2.47,28720.52,1045.88,35.4802597208747,1.2941176470588236,2.0057700813118764,Ch Pontet
1392,CONSTELLATION BRANDS INC,22327,Saved Rose,14.83,22.99,750.0,99,1468.17,99,604.5700000000003,1388.0100000000002,11.04,79528.99,807.8399999999998,58.20130978883435,1.0,0.9454014180919104,Saved Rose
8673,STE MICHELLE WINE ESTATES,24216,Dom Ste Michelle Extra Dry,8.78,12.99,750.0,167,1466.2599999999998,150,1109.1900000000005,2071.5000000000005,16.67999999999999,15919.700000000004,631.5000000000001,30.485155684286745,0.8982035928143712,1.4127780884699854,Dom Ste
4425,MARTIGNETTI COMPANIES,27395,J Drouhin Hos de Bel Fleurie,17.44,25.99,750.0,84,1464.96,40,805.6900000000002,1039.6,4.400000000000001,144929.24,341.9999999999999,32.89726818006925,0.4761904761904761,0.7096439493228485,J Drouhin
90024,VINILANDIA USA,19158,Dom de La Petite Cassagne,6.45,13.99,750.0,227,1464.1500000000003,237,2080.3200000000006,2916.6299999999937,26.21999999999995,2802.6400000000003,1786.98,61.26865594881777,1.0440528634361232,1.9920295051736456,Dom de
8673,STE MICHELLE WINE ESTATES,26062,Torres Garnacha 5G,6.45,9.99,750.0,227,1464.15,135,979.0200000000008,1348.650000000001,14.89999999999999,15919.700000000004,477.9,35.43543543543541,0.5947136563876652,0.9211146398934542,Torres Garnacha
4425,MARTIGNETTI COMPANIES,25623,Forest Glen Merlot Cal,5.44,10.99,750.0,269,1463.3599999999997,274,1369.4900000000011,2478.259999999997,30.419999999999952,144929.24,1520.7,61.36160047775463,1.0185873605947957,1.6935408921933068,Forest Glen
9552,M S WALKER INC,24691,Ch Vignot 09 St Emilion Gr C,39.47,59.99,750.0,37,1460.39,36,1857.7,2229.6399999999994,3.9699999999999984,55551.81999999999,738.7200000000001,33.13180603146698,0.972972972972973,1.526742856360287,Ch Vignot
9744,FREDERICK WILDMAN & SONS,26876,Pol Roger Brut Vintage,54.05,79.99,750.0,27,1459.35,152,1199.85,12158.48,17.080000000000002,3999.93,3942.88,32.42905363170396,5.62962962962963,8.331435228012472,Pol Roger
4425,MARTIGNETTI COMPANIES,25879,Firestone Santa Ynez Rsl,6.45,10.99,750.0,226,1457.7000000000005,190,1443.620000000001,1982.1000000000013,21.009999999999952,144929.24,862.6,43.51949952071033,0.8407079646017699,1.359744803457502,Firestone Santa
17037,Dunn Wine Brokers,19672,Ladera Stile Blocks Cab Napa,33.11,49.99,750.0,44,1456.84,35,699.86,1749.65,3.91,358.03000000000003,590.8000000000001,33.766753350670136,0.7954545454545454,1.2009898135690946,Ladera Stile
9552,M S WALKER INC,23353,Parducci True Grit 11 Cab Sv,10.95,15.99,750.0,133,1456.3499999999997,1322,10553.399999999883,21138.78,147.18000000000038,55551.81999999999,6662.880000000001,31.519699812382747,9.93984962406015,14.514903697600166,Parducci True
7153,PINE STATE TRADING CO,24602,Terre del Barolo Barbrsco 10,15.17,21.99,750.0,96,1456.32,69,984.5100000000004,1370.3100000000004,7.640000000000002,15884.819999999998,470.5799999999999,34.3411344878166,0.71875,0.9409401779828612,Terre del
4425,MARTIGNETTI COMPANIES,15572,Seven Daughters Moscato IGT,7.43,10.99,750.0,196,1456.2799999999995,183,769.3000000000004,2011.170000000001,20.44999999999998,144929.24,651.4800000000001,32.39308462238398,0.9336734693877552,1.3810324937512026,Seven Daughters
4950,LATITUDE BEVERAGE COMPANY,25892,Lila Svgn Bl 4 Pk Cans,7.23,10.99,250.0,201,1453.2300000000012,200,956.1300000000006,2198.000000000001,7.680000000000003,1609.9999999999995,752.0,34.21292083712464,0.9950248756218906,1.512492860730923,Lila Svgn
4425,MARTIGNETTI COMPANIES,24183,CaRome Barbaresco Chiarmanti,55.84,85.99,750.0,26,1451.84,10,495.94,823.9,1.1,144929.24,301.4999999999999,36.59424687462069,0.3846153846153846,0.5674867754022482,CaRome Barbaresco
10754,PERFECTA WINES,21366,Tamaya Svgn Bl,7.84,11.99,750.0,185,1450.4,187,1704.610000000001,2284.1299999999983,20.65999999999997,28720.52,776.0500000000001,33.97573693266148,1.0108108108108107,1.5748276337562042,Tamaya Svgn
4425,MARTIGNETTI COMPANIES,16127,Lindemans Bin 90 Moscato,8.1,11.99,1500.0,179,1449.8999999999994,186,1510.8200000000008,2377.139999999998,41.39999999999996,144929.24,723.5400000000001,30.4374163911255,1.0391061452513966,1.639519966894268,Lindemans Bin
9165,ULTRA BEVERAGE COMPANY LLP,25286,A Bichot Morgon Les Charmes,12.83,18.99,750.0,113,1449.79,488,5632.009999999959,9209.11999999995,54.10999999999986,68054.70000000003,3006.079999999999,32.642424031829485,4.31858407079646,6.352037191593231,A Bichot
90047,CRUSH WINES,25229,D Guillot Broux Blanc Les Ge,19.59,28.99,750.0,74,1449.66,17,376.87000000000006,492.83,1.8800000000000008,1457.7299999999998,159.79999999999998,32.42497412901,0.2297297297297297,0.3399624739594112,D Guillot
10754,PERFECTA WINES,25158,M Lynch Bordeaux Rouge Medoc,10.06,16.99,750.0,144,1448.64,489,5359.429999999953,7340.109999999946,54.06999999999985,28720.52,3388.769999999999,46.16783672179333,3.395833333333333,5.066897227744605,M Lynch
4692,KOBRAND CORPORATION,27775,Jadot Fixin 14,24.13,34.99,750.0,60,1447.8,4,139.96,139.96,0.44,9139.38,43.44000000000001,31.037439268362395,0.0666666666666666,0.0966708108854814,Jadot Fixin
6785,PALM BAY INTERNATIONAL INC,26709,Fontanafredda Arneis Langhe,6.16,8.99,750.0,235,1447.6,178,890.0100000000007,1600.220000000001,19.76999999999999,13605.409999999998,503.74,31.4794215795328,0.7574468085106383,1.105429676706273,Fontanafredda Arneis
9552,M S WALKER INC,890,Sobieski Cytron Vodka,7.46,9.99,1000.0,194,1447.2399999999998,189,969.0300000000008,1888.110000000001,198.4500000000003,55551.81999999999,478.1700000000001,25.32532532532532,0.9742268041237112,1.3046281197313516,Sobieski Cytron
516,BANFI PRODUCTS CORP,7361,Bolla Soave,8.6,12.99,1500.0,168,1444.7999999999995,143,1556.9000000000008,2020.570000000001,31.779999999999948,8510.410000000002,627.7700000000001,31.06895578970289,0.8511904761904762,1.398511904761906,Bolla Soave
